net,length_um
matrix_top.buffer_gen\[1\].buffer.reg_out\[2\],187.24
matrix_top.buffer_gen\[1\].buffer.reg_out\[9\],187.12
_35193_,187
net397,186.98
_20473_,186.855
_32416_,186.84
_34819_,186.78
_34302_,186.74
_10406_,186.455
net398,186.38
_34825_,186.36
matrix_top.buffer_gen\[3\].buffer.reg_out\[9\],186.26
_04099_,186.25
_27640_,186.15
_04641_,186.105
_08487_,186.06
_33381_,185.98
_17066_,185.82
net183,185.81
_13756_,185.725
_14224_,185.685
_35723_,185.64
_35034_,185.57
_31945_,185.46
_27161_,185.39
_29582_,185.19
_05122_,185.12
_22855_,185.095
_27164_,184.84
_28608_,184.75
net279,184.66
_07942_,184.61
_19872_,184.61
_05106_,184.58
_15669_,184.415
_36325_,184.375
_11829_,184.295
_17612_,184.26
_16149_,184.105
_23821_,183.92
_35565_,183.9
_05578_,183.695
_34730_,183.56
_35129_,183.48
net300,183.37
_17620_,183.335
_35013_,183.24
matrix_top.results\[201\],183.22
_34937_,183.145
_35326_,182.96
_13753_,182.84
_12299_,182.68
_35325_,182.56
_10392_,182.535
_15181_,182.44
_19444_,182.32
_23811_,182.15
_09912_,182.12
_24780_,181.86
_22852_,181.805
_34886_,181.62
net328,181.59
_28617_,181.545
_19496_,181.39
_17117_,181.3
_15132_,180.88
_19032_,180.695
_33372_,180.33
net51,180.32
_36917_,180.3
_11826_,180.14
_30492_,180.1
_06173_,180.035
_23333_,179.98
_30979_,179.94
_20464_,179.8
_08007_,179.7
_21904_,179.605
_34890_,179.41
matrix_top.sys_arr.col\[13\]\[4\],179.34
net204,179.34
_28624_,178.94
matrix_top.sys_arr.col\[17\]\[3\],178.91
_08011_,178.84
net193,178.76
_17124_,178.69
net636,178.6
_35328_,178.58
_16140_,178.45
_27644_,178.435
_04646_,178.345
_31002_,178.31
_09452_,178.24
_03829_,178.12
_04064_,178.02
_35523_,177.8
_35388_,177.62
_35561_,177.54
_04077_,177.53
_23831_,177.48
_35618_,177.3
_32906_,177.21
_03916_,177.14
_35649_,177.1
_35352_,177.06
net534,177.02
_35685_,177
_03476_,176.91
_35281_,176.9
matrix_top.buffer_gen\[3\].buffer.reg_out\[15\],176.77
_32426_,176.75
_10409_,176.72
_10401_,176.715
_32411_,176.33
_03929_,176.27
_36223_,176.18
_07529_,176.15
_18969_,175.84
_04084_,175.74
_24777_,175.74
_35236_,175.58
_10395_,175.455
_28128_,175.45
_35204_,175.3
_16156_,175.18
_17139_,175.15
net86,175.1
_15658_,175.08
_19518_,175.03
_36394_,174.84
_12773_,174.82
_04621_,174.79
_12312_,174.69
_30510_,174.69
_29532_,174.66
_15176_,174.64
_27647_,174.63
_09922_,174.595
net313,174.56
matrix_top.sys_arr.row\[37\]\[6\],174.23
_25724_,174.21
_08964_,174.175
_29097_,174.125
_08960_,173.685
_19466_,173.58
_22872_,173.575
_20937_,173.38
net324,173.34
_35614_,173.22
_05112_,173.18
_33384_,172.92
matrix_top.buffer_gen\[1\].buffer.reg_out\[1\],172.9
_20001_,172.87
_35318_,172.76
_04627_,172.62
_03842_,172.58
_30498_,172.56
_35526_,172.54
_30983_,172.4
_15663_,172.32
_08461_,172.3
_36296_,172.29
_35142_,172.22
_17592_,172.16
_29086_,172.1
_08014_,172.09
net475,172.02
_35237_,171.94
_35521_,171.94
_35125_,171.935
_21915_,171.62
_35116_,171.52
_12295_,171.4
_16153_,171.28
_35629_,171.23
_35090_,171.18
_35316_,171.16
net253,171.12
matrix_top.results\[43\],171.1
_35450_,171.07
matrix_top.results\[1512\],171
net337,170.98
_35000_,170.88
_16644_,170.865
matrix_top.buffer_gen\[1\].buffer.reg_out\[3\],170.82
_04142_,170.78
_35449_,170.6
_05098_,170.52
_33360_,170.5
_32899_,170.39
_15156_,170.215
_27654_,170.125
_36053_,170.12
net95,170.09
_35076_,170.04
_24293_,170.02
net594,170.02
matrix_top.results\[133\],169.87
matrix_top.buffer_gen\[1\].buffer.reg_out\[5\],169.56
_21893_,169.41
_12309_,169.38
_27652_,169.37
_20946_,169.34
_20952_,169.275
_31937_,168.935
_08008_,168.87
_30989_,168.78
matrix_top.results\[131\],168.76
_19995_,168.755
_08017_,168.72
net501,168.72
_20014_,168.695
_35337_,168.66
_36404_,168.515
_25185_,168.36
_26209_,168.36
net495,168.33
net178,168.31
_28140_,168.24
_20943_,167.86
net544,167.8
_22865_,167.695
matrix_top.results\[521\],167.64
_18494_,167.48
_36433_,167.48
_36368_,167.4
matrix_top.sys_arr.row\[51\]\[5\],167.345
_30521_,167.28
_18088_,167.26
_15184_,167.245
_34912_,167.2
net590,167.18
_23336_,167.11
_20470_,166.99
_24706_,166.975
_26151_,166.96
_35266_,166.86
_36630_,166.84
_21416_,166.76
_09917_,166.74
_35364_,166.74
_35634_,166.74
_34983_,166.66
matrix_top.buffer_gen\[1\].buffer.reg_out\[15\],166.66
_35889_,166.64
_36366_,166.56
matrix_top.buffer_gen\[3\].buffer.reg_out\[13\],166.55
_13256_,166.42
_19503_,166.41
_33348_,166.41
_20467_,166.245
_08972_,166.225
matrix_top.buffer_gen\[1\].buffer.reg_out\[16\],166.15
net372,166.12
_15651_,166.08
_11820_,166.02
_04070_,165.84
_20955_,165.84
_20487_,165.79
_36149_,165.72
_08476_,165.685
_08480_,165.655
_15160_,165.61
_28614_,165.57
matrix_top.sys_arr.row\[64\]\[3\],165.555
net211,165.45
net219,165.42
_35566_,165.33
_28621_,165.215
_21908_,165.2
_30449_,165.18
_25721_,165.175
_27637_,165.05
_35043_,165.02
_16134_,165.015
matrix_top.results\[1509\],164.98
_35158_,164.96
net467,164.94
_35544_,164.78
_10398_,164.77
_13736_,164.75
_35406_,164.62
_07523_,164.48
_23326_,164.415
_13743_,164.385
matrix_top.buffer_gen\[1\].buffer.reg_out\[4\],164.3
_12781_,164.285
_33351_,164.285
_15146_,164.28
_05600_,164.095
_11356_,164.085
net198,163.92
_35310_,163.9
_29576_,163.83
_35853_,163.64
_14232_,163.62
matrix_top.results\[1765\],163.62
_16640_,163.52
_29585_,163.52
_19029_,163.42
_20011_,163.32
_22862_,163.235
_24760_,163.22
matrix_top.sys_arr.row\[33\]\[0\],163.2
_21361_,163.17
_25253_,163.16
_33357_,163.145
matrix_top.buffer_gen\[1\].buffer.reg_out\[10\],163.04
_35554_,162.96
_35505_,162.95
_06532_,162.91
_35581_,162.69
_15655_,162.61
matrix_top.results\[141\],162.57
_28151_,162.52
net509,162.42
matrix_top.results\[204\],162.3
_15676_,162.215
net331,162.1
matrix_top.sys_arr.row\[11\]\[1\],162.01
_15662_,161.94
_35948_,161.78
_21365_,161.71
_35254_,161.64
_35067_,161.6
matrix_top.results\[1797\],161.54
matrix_top.buffer_gen\[1\].buffer.reg_out\[12\],161.46
_16078_,161.43
_07931_,161.38
_11361_,161.365
_21896_,161.35
_35149_,161.3
matrix_top.results\[139\],161.28
matrix_top.results\[132\],161.24
_13740_,161.22
_19509_,161.175
_33342_,161.11
_32429_,161.055
_35214_,160.96
matrix_top.buffer_gen\[1\].buffer.reg_out\[11\],160.94
_07526_,160.81
_11843_,160.74
matrix_top.buffer_gen\[1\].buffer.reg_out\[17\],160.62
_27167_,160.615
net361,160.615
_21900_,160.47
net196,160.44
net629,160.41
_30495_,160.4
_03880_,160.385
_08979_,160.28
_35408_,160.22
_06550_,160.2
_35360_,160.16
_35430_,160.08
_08002_,160.01
_21436_,159.875
_18567_,159.84
_16146_,159.825
net391,159.76
matrix_top.results\[1760\],159.61
net48,159.56
_32423_,159.54
_24296_,159.32
_28137_,159.305
_08468_,159.19
_35234_,159.16
_35303_,159.15
_15166_,159.13
_19506_,159.095
_35165_,159.04
matrix_top.results\[1763\],158.99
_35244_,158.95
_21432_,158.925
_35162_,158.88
matrix_top.results\[999\],158.86
_08483_,158.69
_11350_,158.62
_35422_,158.6
matrix_top.results\[42\],158.52
_35026_,158.46
_35221_,158.38
matrix_top.sys_arr.row\[48\]\[2\],158.355
_04081_,158.28
_23270_,158.19
_36284_,158.16
_35540_,158.1
_31471_,158.08
_25240_,157.94
_29569_,157.94
_36194_,157.94
_25730_,157.88
_36983_,157.84
_20962_,157.77
_08141_,157.76
matrix_top.results\[32\],157.72
_23341_,157.595
_29101_,157.53
matrix_top.sys_arr.row\[47\]\[7\],157.395
_08490_,157.345
_35144_,157.34
_16142_,157.19
matrix_top.results\[40\],156.96
_36822_,156.92
_10376_,156.89
_15177_,156.88
_12305_,156.785
_32399_,156.78
matrix_top.results\[1449\],156.66
matrix_top.sys_arr.col\[53\]\[4\],156.66
_34961_,156.57
net499,156.56
_20005_,156.54
_28142_,156.54
_32420_,156.52
_34885_,156.48
_14236_,156.46
_19989_,156.46
_36261_,156.45
matrix_top.results\[44\],156.36
_23348_,156.25
_35372_,156.24
_36299_,156.22
_21419_,156.045
matrix_top.results\[200\],156
_35079_,155.86
matrix_top.results\[520\],155.84
_35803_,155.76
_33391_,155.72
_35286_,155.7
_35769_,155.64
_06539_,155.595
_04624_,155.505
_21911_,155.455
_29089_,155.42
_35461_,155.38
_16137_,155.37
matrix_top.sys_arr.row\[3\]\[7\],155.335
net560,155.24
matrix_top.results\[1510\],155.05
_11364_,154.98
matrix_top.sys_arr.row\[38\]\[5\],154.695
matrix_top.results\[1511\],154.66
_28611_,154.6
_32393_,154.59
net620,154.58
_09918_,154.54
_20476_,154.535
_24776_,154.5
_23338_,154.44
_29093_,154.43
matrix_top.sys_arr.row\[37\]\[5\],154.2
_11823_,154.115
_28131_,154.055
_36085_,154.04
_20002_,153.945
_34970_,153.94
_37113_,153.85
_18046_,153.8
net405,153.77
_12787_,153.755
_25241_,153.54
_33345_,153.495
_35104_,153.48
_36185_,153.48
_19499_,153.375
net62,153.3
net650,153.28
net222,153.26
_15173_,153.175
_35482_,153.12
matrix_top.results\[1766\],153.1
_35624_,153.06
_35029_,152.99
_14149_,152.9
_28154_,152.9
_35216_,152.85
_35126_,152.795
matrix_top.sys_arr.row\[14\]\[2\],152.765
_35598_,152.74
net291,152.67
net568,152.62
_11836_,152.605
net593,152.55
_25695_,152.51
matrix_top.buffer_gen\[3\].buffer.reg_out\[12\],152.5
_19472_,152.34
matrix_top.sys_arr.col\[17\]\[6\],152.28
matrix_top.results\[45\],152.16
_20940_,152.135
_35767_,152.08
net595,152.08
_34824_,152.02
matrix_top.results\[128\],151.96
net417,151.86
net335,151.8
_14240_,151.74
_33784_,151.66
_17995_,151.58
_25733_,151.43
_36341_,151.36
_32902_,151.345
_33388_,151.28
_35840_,151.22
_35768_,151.08
net268,151.065
_20950_,151.06
matrix_top.results\[142\],151.05
_35509_,150.96
_12776_,150.84
_24299_,150.635
matrix_top.results\[1767\],150.55
_19510_,150.45
matrix_top.results\[1764\],150.38
_25715_,150.27
matrix_top.results\[523\],150.26
_35085_,150.23
net201,150.19
_36445_,150.08
_20947_,149.98
_34336_,149.94
_36694_,149.84
_13271_,149.82
net286,149.8
_29111_,149.665
_34519_,149.66
net506,149.61
_35690_,149.54
_19521_,149.445
matrix_top.results\[1450\],149.38
net518,149.38
matrix_top.sys_arr.row\[34\]\[5\],149.22
_29563_,149.17
net251,149.155
_37148_,148.92
_29977_,148.88
_30959_,148.835
_10370_,148.68
net407,148.66
_10413_,148.625
matrix_top.results\[1508\],148.62
_11346_,148.59
net626,148.59
_19992_,148.56
_03682_,148.54
_35756_,148.46
_12784_,148.25
_36409_,148.2
_19043_,148.06
_36853_,147.82
_17120_,147.75
_33368_,147.73
_37049_,147.68
_24290_,147.605
matrix_top.results\[427\],147.58
_16650_,147.555
_36049_,147.54
_13735_,147.52
_09937_,147.46
matrix_top.results\[1770\],147.32
_03568_,147.26
matrix_top.sys_arr.row\[14\]\[1\],147.255
_05102_,147.17
_21897_,147.08
matrix_top.sys_arr.col\[22\]\[2\],147.065
_35288_,147.04
_21901_,147
net604,146.98
net464,146.92
matrix_top.sys_arr.row\[55\]\[3\],146.91
net318,146.83
net529,146.77
matrix_top.sys_arr.col\[13\]\[2\],146.655
_32896_,146.62
matrix_top.sys_arr.row\[39\]\[2\],146.61
net96,146.555
_24766_,146.46
_35296_,146.44
_18085_,146.435
_31441_,146.345
_35386_,146.24
matrix_top.sys_arr.row\[32\]\[5\],146.24
matrix_top.sys_arr.row\[32\]\[2\],146.2
_35795_,146.09
_35905_,146.02
_09454_,146.01
_20959_,145.99
matrix_top.results\[711\],145.98
matrix_top.results\[199\],145.72
net648,145.7
net428,145.67
_19041_,145.63
_35917_,145.56
matrix_top.results\[901\],145.46
_24306_,145.32
_35978_,145.32
matrix_top.results\[1029\],145.2
_30986_,145.14
_13262_,145.115
_04078_,145.08
matrix_top.results\[1451\],145.08
matrix_top.results\[1671\],145.04
_34911_,145
matrix_top.sys_arr.row\[41\]\[5\],145
_34320_,144.96
_36116_,144.86
_25737_,144.775
_16131_,144.76
_36188_,144.7
net587,144.56
_17121_,144.51
_35367_,144.44
matrix_top.sys_arr.row\[20\]\[7\],144.435
net362,144.215
_35356_,144.21
_35693_,144.2
_35682_,144.06
net312,144.06
_25728_,144.04
matrix_top.results\[163\],144
matrix_top.results\[1761\],143.97
net419,143.94
_29500_,143.92
_11840_,143.88
_08975_,143.84
_35504_,143.84
_14609_,143.83
_35651_,143.71
_31435_,143.67
_35543_,143.66
_36265_,143.66
_16654_,143.6
_29108_,143.48
_05597_,143.43
net315,143.36
_29572_,143.35
_35228_,143.34
net440,143.24
net395,143.1
matrix_top.results\[998\],143.09
net17,143.09
_24773_,143.05
matrix_top.sys_arr.row\[24\]\[7\],143.05
matrix_top.results\[143\],142.99
matrix_top.results\[902\],142.98
_25725_,142.9
matrix_top.results\[1772\],142.9
matrix_top.sys_arr.row\[30\]\[3\],142.88
matrix_top.results\[130\],142.86
matrix_top.buffer_gen\[1\].buffer.reg_out\[18\],142.82
matrix_top.buffer_gen\[1\].buffer.reg_out\[13\],142.78
matrix_top.results\[165\],142.76
_06471_,142.74
matrix_top.sys_arr.row\[57\]\[0\],142.6
_31438_,142.54
matrix_top.results\[129\],142.54
_29579_,142.525
net327,142.5
_06543_,142.475
_21918_,142.465
_32414_,142.4
net309,142.38
matrix_top.results\[1447\],142.33
matrix_top.results\[1762\],142.33
_17142_,142.32
_23345_,142.29
matrix_top.results\[1771\],142.26
_35842_,142.22
matrix_top.results\[138\],142.14
_12298_,142.1
matrix_top.results\[41\],142.1
_05099_,141.9
net601,141.875
_36548_,141.8
matrix_top.sys_arr.col\[53\]\[3\],141.78
net27,141.74
_31455_,141.72
matrix_top.sys_arr.col\[36\]\[3\],141.615
_07033_,141.59
net339,141.575
net323,141.5
matrix_top.sys_arr.col\[13\]\[5\],141.48
net432,141.415
net443,141.3
net202,141.26
_19023_,141.24
matrix_top.results\[518\],141.22
_22783_,141.2
_34308_,141.195
_33306_,141.18
_21866_,141.165
matrix_top.sys_arr.row\[16\]\[5\],141.12
_28631_,141.11
_29518_,141.02
net589,141
_28134_,140.975
_29584_,140.96
_35532_,140.96
_35990_,140.94
matrix_top.results\[1639\],140.93
matrix_top.buffer_gen\[3\].buffer.reg_out\[8\],140.76
_14150_,140.585
matrix_top.results\[1000\],140.5
net261,140.5
_26671_,140.49
_35441_,140.44
_32396_,140.41
net76,140.36
matrix_top.sys_arr.col\[33\]\[6\],140.23
_31453_,140.18
_03898_,140.12
matrix_top.sys_arr.col\[15\]\[5\],140.1
_31915_,140.085
_35442_,140
_14228_,139.98
_35969_,139.96
_36405_,139.96
_12316_,139.815
_32880_,139.72
_04102_,139.7
_35582_,139.6
net515,139.58
_23329_,139.56
_29575_,139.545
_26193_,139.445
_21907_,139.425
_34509_,139.4
matrix_top.results\[900\],139.37
matrix_top.sys_arr.col\[36\]\[4\],139.32
matrix_top.sys_arr.row\[48\]\[5\],139.3
_32436_,139.28
matrix_top.results\[1769\],139.26
_10870_,139.21
matrix_top.sys_arr.row\[57\]\[2\],139.125
matrix_top.sys_arr.col\[57\]\[5\],139.1
matrix_top.results\[1001\],139.075
matrix_top.sys_arr.row\[66\]\[7\],139.06
matrix_top.results\[1957\],139.02
ar_addr_r\[7\],138.93
_35575_,138.9
matrix_top.results\[164\],138.9
matrix_top.sys_arr.row\[37\]\[4\],138.845
_37131_,138.78
matrix_top.results\[426\],138.74
_06547_,138.71
_12302_,138.705
_36529_,138.69
_16145_,138.675
_16651_,138.665
_30507_,138.66
matrix_top.results\[1452\],138.66
_36034_,138.56
matrix_top.sys_arr.row\[8\]\[7\],138.5
matrix_top.sys_arr.row\[25\]\[1\],138.465
matrix_top.buffer_gen\[1\].buffer.reg_out\[19\],138.44
_07073_,138.38
net421,138.38
_15163_,138.31
_06003_,138.23
_33364_,138.185
_30998_,138.15
matrix_top.results\[1453\],138.12
net218,138.1
net238,138
matrix_top.results\[1768\],137.97
_09931_,137.92
_35983_,137.68
matrix_top.results\[457\],137.56
matrix_top.results\[1454\],137.54
matrix_top.results\[160\],137.48
_31432_,137.46
matrix_top.sys_arr.row\[39\]\[0\],137.43
_35678_,137.42
net189,137.38
net438,137.24
matrix_top.sys_arr.row\[48\]\[7\],137.21
_35844_,137.2
matrix_top.sys_arr.col\[39\]\[4\],137.16
_30965_,136.985
_33354_,136.925
_35771_,136.88
matrix_top.results\[522\],136.84
_08473_,136.76
net453,136.71
_36477_,136.67
matrix_top.sys_arr.row\[39\]\[3\],136.6
matrix_top.sys_arr.row\[50\]\[2\],136.575
matrix_top.results\[710\],136.54
_07035_,136.52
_05118_,136.44
_13747_,136.44
_32869_,136.35
_22861_,136.325
_27176_,136.165
matrix_top.results\[1774\],136.16
net169,136.16
_25664_,136.035
_29566_,136.015
_08968_,136
matrix_top.buffer_gen\[1\].buffer.reg_out\[14\],135.96
_24232_,135.92
net338,135.92
net250,135.88
_20951_,135.83
net460,135.77
_12319_,135.76
_35496_,135.76
matrix_top.sys_arr.row\[16\]\[7\],135.73
_20463_,135.7
_35942_,135.67
matrix_top.sys_arr.row\[60\]\[1\],135.58
matrix_top.sys_arr.row\[51\]\[3\],135.56
_35069_,135.5
_28141_,135.445
net435,135.35
_30525_,135.34
net437,135.32
net349,135.28
_35724_,135.24
net442,135.08
matrix_top.results\[197\],134.9
net90,134.9
_26681_,134.855
_36275_,134.855
_25718_,134.77
_26190_,134.77
_35607_,134.74
_25740_,134.685
_35268_,134.68
matrix_top.sys_arr.row\[26\]\[6\],134.675
matrix_top.sys_arr.row\[25\]\[5\],134.525
_32417_,134.4
_35501_,134.4
_14614_,134.34
_10885_,134.285
matrix_top.sys_arr.col\[51\]\[4\],134.24
matrix_top.results\[1669\],134.22
_04642_,134.16
matrix_top.results\[198\],134.16
matrix_top.sys_arr.row\[32\]\[1\],134.14
_35459_,134.07
_28628_,134.04
net203,133.98
net179,133.96
matrix_top.sys_arr.col\[31\]\[3\],133.92
_13646_,133.9
_20885_,133.87
_36102_,133.84
_35699_,133.78
matrix_top.sys_arr.col\[51\]\[1\],133.76
_09928_,133.72
_19038_,133.72
net584,133.66
_25159_,133.635
_35065_,133.62
matrix_top.results\[108\],133.58
_12794_,133.52
matrix_top.sys_arr.row\[57\]\[1\],133.43
matrix_top.results\[1637\],133.38
_19514_,133.29
matrix_top.results\[516\],133.24
net326,133.2
_17134_,133.17
_32893_,133.16
matrix_top.sys_arr.col\[22\]\[3\],133.08
net514,133.05
matrix_top.results\[1632\],133.03
_30953_,132.98
_18019_,132.95
net381,132.94
matrix_top.results\[1798\],132.92
matrix_top.results\[1002\],132.9
net233,132.84
_26677_,132.83
_36252_,132.75
_18081_,132.735
matrix_top.sys_arr.row\[57\]\[3\],132.72
_32863_,132.69
_26206_,132.67
matrix_top.sys_arr.row\[68\]\[5\],132.52
matrix_top.results\[1665\],132.47
net616,132.41
_17608_,132.4
_32877_,132.265
_35748_,132.26
_29104_,132.17
_36206_,132.12
net644,132.06
_35231_,132.03
matrix_top.results\[1505\],131.91
net77,131.88
_35579_,131.86
matrix_top.buffer_gen\[2\].buffer.reg_out\[30\],131.84
net500,131.84
_35363_,131.76
matrix_top.sys_arr.row\[4\]\[7\],131.645
_26202_,131.64
_34351_,131.6
net359,131.58
net552,131.53
_04074_,131.52
_32914_,131.52
_35426_,131.5
_15666_,131.33
_13269_,131.28
_35358_,131.27
matrix_top.sys_arr.row\[33\]\[2\],131.25
matrix_top.results\[46\],131.18
_08470_,131.16
_35432_,131.16
_26095_,131.06
matrix_top.sys_arr.row\[66\]\[4\],131.04
_34404_,130.98
net456,130.98
matrix_top.sys_arr.col\[51\]\[7\],130.94
_03982_,130.81
_26674_,130.8
matrix_top.sys_arr.col\[51\]\[6\],130.775
matrix_top.buffer_gen\[3\].buffer.reg_out\[11\],130.74
_07068_,130.7
_36257_,130.68
_13247_,130.65
_31429_,130.65
matrix_top.sys_arr.row\[51\]\[1\],130.645
_35941_,130.64
matrix_top.sys_arr.row\[47\]\[2\],130.63
_23820_,130.585
_17138_,130.575
_30956_,130.575
net310,130.54
_24772_,130.525
matrix_top.results\[1377\],130.48
_30038_,130.45
net520,130.4
_03660_,130.38
matrix_top.results\[161\],130.36
matrix_top.sys_arr.row\[65\]\[0\],130.36
matrix_top.sys_arr.row\[28\]\[2\],130.325
_35454_,130.22
_35968_,130.2
matrix_top.sys_arr.col\[9\]\[3\],130.17
_11353_,130.155
matrix_top.sys_arr.col\[60\]\[3\],130.12
net242,130.105
matrix_top.sys_arr.row\[65\]\[5\],130.09
_30921_,130.06
net259,130.06
_34322_,130.02
_36532_,130.02
matrix_top.results\[1378\],130.02
_21428_,130
matrix_top.buffer_gen\[2\].buffer.reg_out\[25\],130
_19964_,129.98
matrix_top.results\[162\],129.98
matrix_top.results\[1670\],129.96
net227,129.94
_12308_,129.86
matrix_top.results\[997\],129.86
_30962_,129.82
_31426_,129.81
net452,129.8
_18092_,129.76
_28147_,129.745
_06546_,129.71
net479,129.64
matrix_top.sys_arr.row\[43\]\[0\],129.6
net216,129.58
matrix_top.sys_arr.row\[37\]\[7\],129.54
_31904_,129.48
_08963_,129.44
matrix_top.results\[524\],129.38
_19960_,129.355
_15172_,129.305
_30968_,129.26
net180,129.18
matrix_top.sys_arr.row\[24\]\[5\],129.13
net469,129.095
_35159_,129.08
matrix_top.results\[1506\],129.01
_05993_,128.96
matrix_top.results\[1286\],128.96
net307,128.91
matrix_top.results\[359\],128.88
net561,128.82
_09848_,128.8
_26098_,128.8
net187,128.72
matrix_top.sys_arr.row\[31\]\[7\],128.695
_35154_,128.67
_23344_,128.64
matrix_top.sys_arr.row\[7\]\[2\],128.64
_35224_,128.62
matrix_top.results\[896\],128.62
matrix_top.results\[1513\],128.59
net422,128.5
_24769_,128.44
matrix_top.sys_arr.row\[25\]\[0\],128.42
matrix_top.sys_arr.col\[17\]\[5\],128.4
matrix_top.sys_arr.row\[30\]\[1\],128.355
_36017_,128.28
_35895_,128.26
matrix_top.results\[428\],128.18
matrix_top.sys_arr.row\[52\]\[1\],128.18
matrix_top.sys_arr.row\[70\]\[0\],128.09
matrix_top.results\[709\],128.07
_05109_,128.04
net52,128.04
_27171_,128.01
matrix_top.results\[1440\],127.92
net350,127.92
_35139_,127.84
_19517_,127.78
matrix_top.sys_arr.row\[14\]\[0\],127.74
matrix_top.results\[672\],127.68
matrix_top.sys_arr.row\[3\]\[5\],127.665
matrix_top.results\[1668\],127.63
_32402_,127.62
_35225_,127.58
_35433_,127.565
matrix_top.results\[425\],127.56
matrix_top.sys_arr.row\[38\]\[0\],127.56
matrix_top.results\[519\],127.54
_19026_,127.53
matrix_top.results\[205\],127.52
net649,127.52
net459,127.38
matrix_top.sys_arr.row\[25\]\[2\],127.375
matrix_top.sys_arr.col\[9\]\[4\],127.37
matrix_top.sys_arr.col\[51\]\[3\],127.355
matrix_top.results\[456\],127.34
net382,127.34
_35648_,127.32
_34280_,127.3
matrix_top.results\[1507\],127.29
_26663_,127.23
_29588_,127.21
net281,127.02
matrix_top.sys_arr.row\[30\]\[5\],127.005
_21440_,126.94
_35195_,126.85
_03719_,126.84
matrix_top.sys_arr.col\[13\]\[3\],126.835
_35571_,126.8
net278,126.8
matrix_top.sys_arr.col\[17\]\[0\],126.76
_35507_,126.75
_35725_,126.68
matrix_top.sys_arr.row\[2\]\[1\],126.65
_25244_,126.59
_35261_,126.57
matrix_top.sys_arr.row\[43\]\[1\],126.535
net254,126.42
net386,126.36
matrix_top.sys_arr.row\[42\]\[7\],126.34
_18091_,126.28
matrix_top.sys_arr.col\[37\]\[3\],126.27
_05035_,126.18
_34355_,126.16
net483,126.14
_32771_,126.12
_33371_,126.11
matrix_top.sys_arr.col\[61\]\[2\],126.1
matrix_top.results\[423\],126.08
matrix_top.sys_arr.row\[46\]\[5\],126.075
matrix_top.sys_arr.row\[33\]\[1\],126.04
_32390_,126.03
_12790_,125.95
matrix_top.sys_arr.row\[46\]\[2\],125.915
_26203_,125.87
net433,125.86
matrix_top.sys_arr.row\[40\]\[3\],125.78
_34966_,125.74
net573,125.74
_05521_,125.565
matrix_top.results\[424\],125.54
matrix_top.buffer_gen\[2\].buffer.reg_out\[27\],125.5
_19468_,125.49
_29092_,125.475
_36022_,125.47
_06535_,125.44
matrix_top.sys_arr.row\[25\]\[7\],125.415
_27172_,125.39
